A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,L1,L2,L3,L4
-0.15901,-1.18075,-0.55277,0.15942,-1.15092,0.05211,-0.88328,0.00479,0.71697,2.13591,0.85012,-1.23370,2.02450,-0.14942,-1.18692,0.00596,1.41482,1.46885,0.67920,0.29070,0.34635,-0.69236,0.00471,1.93718,-0.56093,0.23477,1.46573,0.22793,-1.31319,-0.19306,1.64736,-0.40766,0.28962,1.73170,-0.77567,-1.00483,-0.17059,-1.38061,1.60567,-0.94477,-1.52492,0.70102,0.64148,-0.67368,1.59697,-0.25029,2.31205,-0.10745,-0.60889,0.02865,1.14701,-0.42897,-0.93323,-1.02332,0.00356,-0.30304,1.26531,0.40688,0.90163,0.35650,0.29574,-0.79395,-0.28850,4.27064,-0.11015,-0.79891,-0.47946,0.26257,-0.90621,-1.34263,0.92600,0.06600,0.00400,0.00400
0.52178,-1.41815,-0.55277,-0.06976,-0.83244,-0.68440,-0.35532,0.92033,0.48822,0.46577,0.59908,-0.24155,0.06588,0.77120,-0.67132,-0.44997,-0.17272,0.50452,-0.38055,1.06846,1.13450,0.19054,1.15916,1.62368,-0.85237,-0.72367,0.52721,0.22793,0.22299,0.46650,-0.11602,0.06199,-0.50378,-0.05131,-0.39767,2.52608,1.41466,-0.27726,-0.67055,0.76073,-0.05716,1.19191,-0.49715,-0.03637,-0.16614,-0.00834,0.28501,0.66159,-0.17382,-0.57365,-0.39780,-0.65659,-1.38248,0.38984,-0.74478,-0.52012,0.72136,0.80385,-0.54178,0.09141,0.10323,0.25674,-0.65669,2.56306,-0.89188,-0.79891,-1.04159,0.00787,0.80565,-1.34263,0.97400,0.02000,0.00200,0.00400
-1.03430,-0.46858,-0.55277,0.15942,0.12300,-0.31615,-0.35532,2.20208,0.48822,0.59424,0.34805,1.24668,-0.21393,-0.60974,-0.67132,0.46190,6.17745,0.02236,0.04335,0.80921,1.81005,-0.25091,-0.65498,2.18799,-0.56093,1.83216,-0.00909,0.22793,-0.95869,0.46650,-0.70382,-0.40766,1.87642,0.30530,-0.49217,0.76062,0.48993,-0.64504,0.25416,-0.30521,-0.79104,1.68279,-0.04170,-0.67368,-0.60692,-0.49223,1.29853,0.27707,2.00152,-0.87479,-0.49435,0.48148,-0.03472,1.09642,-0.74478,-0.08596,0.41053,-0.78403,0.90163,0.29023,1.06576,-0.26861,-0.65669,0.85548,-0.89188,-0.40611,-0.10472,0.26257,-0.22146,-1.34263,0.96400,0.03200,0.00400,0.00000
-0.25626,-0.94336,0.69022,-0.18436,-1.34200,2.26164,-0.09134,1.65276,1.40320,1.49355,-0.40506,0.00649,0.90528,0.77120,0.87547,-0.90591,-0.96649,0.02236,0.04335,-0.22781,0.00857,2.39781,0.49947,0.36965,0.79912,0.23477,0.12499,-0.23286,1.16833,1.01613,-0.11602,1.00128,-0.50378,1.01850,-0.01966,1.05486,1.15045,0.09052,-1.09734,-0.09202,0.30978,1.68279,-0.04170,-0.03637,2.03775,2.89498,1.29853,1.04610,1.56645,2.13667,-0.81619,-0.42897,-0.48397,-0.67003,0.00356,-0.30304,-0.05572,-0.78403,-0.06064,-0.37249,-0.28178,-0.00593,-0.65669,1.14008,0.28072,0.96868,0.08266,1.79073,0.29209,-1.34263,0.97800,0.00600,0.00000,0.01600
1.29982,-0.23118,-0.55277,-0.06976,0.75996,0.78862,0.70059,-0.54453,1.63195,1.49355,-0.15402,-0.24155,0.34568,1.23151,-0.41352,-0.44997,0.62105,0.50452,0.46725,0.29070,-0.21662,-0.25091,-0.49006,0.30695,-0.56093,0.55425,0.39314,0.22793,0.34116,2.00546,0.47177,3.34951,-0.50378,0.30530,-0.39767,-0.41635,0.35783,0.45831,-0.59942,0.33436,1.41061,0.70102,0.86920,-0.24881,0.27464,1.44332,-0.22174,0.66159,0.26125,-1.17594,0.08496,-0.65659,-0.03472,0.74313,-0.74478,-0.08596,0.87677,0.40688,-0.06064,0.55531,-0.28178,0.25674,0.07968,0.28629,-0.50102,0.37949,1.01953,0.26257,-0.39265,-1.34263,0.98600,0.00800,0.00200,0.00400
-0.35352,0.24360,-0.55277,-0.29895,-0.76874,1.52513,-0.09134,0.18790,1.17446,-0.30507,1.10115,2.48687,0.90528,0.31089,0.61767,-0.44997,2.20859,0.02236,0.89115,0.03144,0.45894,2.83927,1.81884,0.24424,0.11909,0.23477,-0.94761,0.68871,0.34116,-0.41291,-0.11602,-0.40766,-1.29717,0.30530,-0.01966,0.17214,2.33938,-0.27726,-0.38602,0.12117,-0.05716,-0.28076,1.09693,-0.46125,1.59697,0.71749,0.79177,1.04610,0.26125,-0.72422,-0.52653,0.02625,-0.03472,-0.31674,-0.74478,-0.08596,1.03219,-0.78403,-0.06064,-0.57131,-0.28178,-1.05662,0.07968,-0.56750,-0.50102,-0.01331,-0.10472,1.02665,0.46328,-1.34263,0.98600,0.01200,0.00000,0.00200
-0.06175,-1.18075,-0.55277,0.04483,-0.06809,-0.68440,0.43662,1.83586,1.63195,1.87897,0.59908,-0.48959,0.90528,4.45369,0.10208,0.46190,1.41482,0.98669,0.25530,-0.48706,0.00857,0.63200,-0.81990,1.43557,-0.46379,0.87373,-0.67946,-0.69364,-0.36785,0.68635,0.47177,-0.40766,-0.10708,1.37510,-0.01966,1.05486,1.01835,0.09052,-0.38602,0.76073,-0.79104,0.70102,-0.72488,-0.46125,-0.16614,1.68526,-0.22174,2.58417,-1.04396,-0.12193,-0.65527,0.48148,0.41453,0.38984,-0.74478,-0.30304,0.79907,0.00991,-1.02291,-0.17368,0.87325,-0.53128,0.81604,-0.56750,-1.28275,-0.01331,-0.66684,1.02665,-0.05028,-1.34263,0.96800,0.02400,0.00400,0.00400
-0.74254,0.24360,-0.55277,-0.06976,-0.38657,1.89338,-0.35532,1.10343,1.17446,0.46577,0.59908,1.24668,0.34568,1.23151,-0.41352,-0.44997,3.00236,0.50452,0.67920,2.36473,0.57153,-0.25091,1.32408,1.87448,-1.24096,-0.08471,0.52721,-0.23286,-0.36785,1.45583,-0.11602,-0.87731,-0.50378,1.73170,-0.77567,0.17214,0.48993,0.09052,-0.03036,-0.73158,-0.79104,1.68279,0.86920,-0.67368,-0.16614,0.23360,1.29853,0.27707,-0.60889,1.38381,-0.26906,-0.88420,-0.48397,0.03655,-0.74478,0.13113,0.56594,-1.18099,0.42049,0.42277,-0.28178,0.78208,-0.65669,0.57089,-0.11015,0.57589,0.08266,-0.24682,0.80565,-1.34263,0.99600,0.00400,0.00000,0.00000
0.61903,0.48100,-0.55277,0.15942,0.05930,1.52513,-1.14725,0.37100,2.31818,0.08035,0.09701,0.50257,0.90528,0.31089,-0.41352,-0.90591,2.20859,2.43318,1.52699,1.06846,1.02190,-0.69236,-0.32514,2.56420,-0.26949,-0.72367,0.25906,-0.23286,-0.48602,0.90620,0.47177,-0.40766,-0.10708,-0.05131,-0.77567,0.46638,0.09362,-0.27726,1.32114,0.54754,-0.05716,1.19191,0.86920,-0.46125,0.27464,1.68526,-0.72850,2.19965,-0.17382,-0.57365,0.08496,0.25387,-0.48397,-1.02332,-0.74478,-0.73720,0.09970,-1.18099,0.42049,0.29023,0.48824,-0.00593,0.07968,2.56306,-0.89188,-0.60251,-0.85421,0.51726,-0.73502,-1.34263,0.97000,0.02600,0.00200,0.00200
0.23001,1.66796,-0.55277,-0.29895,0.18669,1.15687,-0.09134,0.18790,-0.19801,0.33730,0.59908,0.99864,-0.49373,0.31089,0.35988,0.00596,-0.17272,0.02236,0.46725,0.29070,0.00857,0.19054,1.15916,2.12529,-0.85237,-0.08471,-1.21576,-0.69364,-0.36785,-0.08313,-0.70382,-0.87731,-0.90047,1.01850,-0.39767,0.17214,1.15045,1.19387,0.60982,0.12117,-0.79104,0.70102,0.41375,-0.46125,-0.16614,0.47554,1.29853,1.04610,0.69632,-0.42307,-0.84837,0.02625,-0.48397,1.44971,-0.74478,-0.52012,-0.59967,-0.38706,-0.06064,0.35650,0.48824,-0.53128,-1.39305,0.85548,-0.89188,0.18309,1.01953,-1.01090,-0.39265,-1.34263,0.95800,0.03000,0.00400,0.00800
1.00805,-0.23118,-0.55277,0.15942,-0.95983,0.42036,-0.09134,-0.17832,1.17446,0.33730,0.85012,0.50257,0.06588,-1.07005,-0.15572,-0.90591,0.62105,-0.94197,2.16284,1.58697,1.81005,-0.69236,-0.49006,2.43879,2.06203,0.23477,0.92943,0.22793,-0.60419,-0.41291,-0.70382,-0.40766,0.28962,0.30530,-0.77567,-0.41635,0.35783,0.45831,0.75209,0.12117,0.30978,1.68279,0.18603,-0.67368,0.27464,-0.49223,1.29853,0.27707,0.69632,-0.27250,-0.59090,-0.20136,-0.93323,0.03655,-0.74478,-0.52012,0.72136,-0.78403,1.38276,0.02514,-0.85929,-0.53128,-1.02487,1.70927,-1.28275,-0.40611,-0.47946,0.51726,-0.39265,-1.34263,0.97600,0.01000,0.01000,0.00400
0.03550,-0.23118,-0.55277,0.04483,-0.64135,0.42036,-0.88328,0.55411,0.25948,0.72272,1.10115,-0.73763,1.74469,-0.14942,-1.18692,-0.90591,0.62105,0.02236,0.67920,0.03144,1.92264,-0.69236,-0.81990,-0.19467,3.51922,-1.04315,1.19758,-0.23286,-1.31319,-0.08313,1.64736,-0.87731,0.68632,1.37510,-0.87017,1.05486,-0.30269,-1.01283,1.53454,0.54754,-0.42410,0.21013,0.18603,-0.67368,0.27464,-1.70195,-0.72850,0.66159,-0.17382,-0.42307,0.27806,2.98522,-1.38248,-0.67003,0.00356,-0.52012,1.96468,-0.78403,-0.06064,0.02514,1.06576,-0.00593,-1.76123,2.56306,0.67158,-0.79891,-1.04159,-0.75621,-0.90621,-1.34263,0.90600,0.09000,0.00400,0.00000
1.88334,0.95578,-0.55277,-0.29895,0.44148,1.52513,-0.09134,0.92033,-0.42675,0.46577,0.85012,0.75060,0.06588,-1.07005,-0.67132,-0.90591,0.62105,2.91534,0.89115,1.06846,2.03524,-0.69236,0.33455,1.99988,-0.36664,-1.04315,0.12499,-0.69364,-0.36785,-0.19306,0.47177,-0.40766,-0.50378,0.66190,-0.77567,0.17214,-0.30269,0.09052,1.10775,-1.58433,-1.15798,1.68279,-0.26943,-0.46125,-1.04770,-0.97612,0.79177,1.04610,0.26125,-1.02537,-0.81619,-0.20136,-0.93323,-0.67003,0.00356,-0.73720,0.33282,-0.38706,-0.54178,0.75413,-0.08927,-0.53128,-0.28850,0.00169,-0.11015,0.57589,-0.10472,-0.24682,-0.56383,-0.20628,0.98800,0.01200,0.00000,0.00000
1.88334,0.00621,-0.55277,-0.52814,-0.25918,2.99815,-0.09134,-1.09385,-0.42675,1.10813,0.59908,1.24668,-0.49373,0.31089,0.87547,-0.90591,-0.17272,2.43318,1.31504,-1.00557,-0.32921,1.51490,2.31361,0.05614,-0.65808,2.15164,-0.81353,-0.23286,0.81383,1.01613,-0.70382,1.00128,0.68632,2.80151,-0.11417,-0.12211,0.88624,-0.64504,-0.88395,-0.73158,1.77755,2.66457,-0.04170,-0.67368,-0.16614,1.92720,0.28501,0.66159,-0.17382,-0.42307,-1.39549,-0.42897,-0.48397,-0.67003,0.75190,-0.30304,0.79907,0.00991,0.42049,-0.90267,0.10323,0.25674,1.18422,-0.28290,1.06245,-0.01331,-0.85421,1.28134,0.29209,-0.20628,0.97400,0.00800,0.00200,0.01600
0.91080,-1.18075,-0.55277,0.38861,0.44148,1.15687,-1.14725,0.73722,0.03073,-0.17659,0.85012,0.99864,-0.49373,-1.07005,-1.18692,-0.90591,1.41482,2.91534,-0.38055,1.58697,2.48561,-0.25091,-0.32514,0.49505,2.83920,-1.36263,0.39314,-1.15443,-1.31319,0.35657,0.47177,-0.40766,-0.10708,-0.05131,-1.05917,0.46638,-0.43480,-0.27726,1.89020,-0.51839,-0.05716,0.70102,-0.26943,-0.67368,-0.16614,-0.00834,1.29853,0.66159,1.56645,-1.02537,-0.33343,-0.20136,-0.93323,0.38984,-0.74478,-1.60553,1.03219,0.00991,-0.06064,1.41685,-0.08927,-1.31929,0.44786,0.57089,0.67158,-0.79891,-0.29209,0.26257,-0.90621,-0.20628,0.97800,0.02200,0.00000,0.00000
2.56413,-0.23118,-0.55277,0.61779,1.20583,2.62989,-0.61930,-0.54453,-0.42675,0.33730,0.34805,-0.98566,0.06588,-0.60974,-0.41352,-0.90591,-0.96649,3.39750,0.67920,0.03144,0.79672,-0.69236,-0.81990,1.43557,-0.36664,-1.36263,0.25906,1.14950,-1.19503,-0.96254,0.47177,-0.87731,-0.90047,-0.05131,-1.05917,0.46638,-0.43480,-0.27726,1.53454,-0.73158,-0.05716,-0.28076,0.18603,-0.46125,-0.16614,0.47554,-0.22174,2.58417,-1.04396,-1.32651,-0.39780,-0.42897,-0.93323,-1.02332,0.75190,-1.38844,-0.28884,-0.78403,0.42049,0.82040,0.68075,-0.53128,-1.76123,1.42468,0.67158,-0.79891,0.83216,1.53604,-0.73502,-0.20628,0.91000,0.07800,0.00400,0.00800
1.39707,0.71839,-0.55277,-0.29895,0.37778,1.52513,-0.09134,1.83586,-0.19801,0.72272,0.09701,1.24668,-1.33314,0.77120,-0.15572,-0.90591,-0.96649,3.39750,-1.01640,-1.26483,1.58487,1.07345,-0.49006,0.93396,0.21624,-0.40419,0.79536,-0.23286,0.69566,-0.41291,-0.11602,0.06199,-0.50378,-0.40791,-0.68117,0.76062,0.35783,0.09052,0.46756,-0.73158,2.51143,-0.28076,-0.04170,-0.67368,0.27464,0.47554,1.29853,1.04610,-1.04396,-0.87479,-0.68745,0.48148,-0.93323,0.03655,-0.74478,-0.95428,0.33282,-0.38706,-0.54178,0.95295,0.10323,0.25674,-0.65669,-0.28290,0.67158,-0.99531,0.45741,0.51726,-0.90621,-0.20628,0.98600,0.01400,0.00000,0.00000
0.23001,-1.18075,-0.55277,-0.29895,-1.02352,3.73466,0.43662,1.28654,0.25948,3.80606,0.34805,1.24668,-0.49373,0.31089,1.13327,-0.90591,-0.17272,0.50452,-0.38055,-1.00557,0.45894,1.07345,0.82931,-0.13196,-0.26949,0.87373,-0.54538,-0.69364,1.40467,0.02680,-0.11602,1.47093,0.68632,2.08831,-0.96467,1.34911,2.60359,-0.27726,-0.10150,-0.94477,-0.79104,0.21013,-0.04170,-0.46125,2.47853,1.20137,1.29853,-0.10745,-1.04396,0.17922,-1.17020,-0.65659,-0.48397,1.44971,-0.74478,-0.95428,0.64365,0.40688,-1.02291,-0.43877,-0.66678,1.30742,-1.02487,0.28629,-0.50102,0.57589,0.83216,0.77196,0.29209,-0.20628,0.99200,0.00400,0.00000,0.00400
1.68883,0.71839,-0.55277,-0.18436,-1.02352,4.47116,-0.35532,-0.17832,-0.19801,1.49355,0.09701,-0.24155,0.06588,1.23151,2.93786,-0.90591,-0.96649,0.02236,0.04335,-0.74632,-0.55440,1.07345,1.48900,1.31017,-1.24096,-0.08471,-1.61798,-1.15443,0.34116,-1.07246,0.47177,2.87987,0.68632,0.30530,-0.49217,-0.12211,1.94307,-0.64504,-0.10150,-0.51839,-0.05716,1.68279,1.09693,-0.46125,0.27464,-0.25029,0.28501,2.58417,0.26125,-0.27250,-1.13802,-0.65659,-1.38248,0.74313,-0.74478,-0.73720,0.33282,-0.78403,-0.06064,-0.90267,-0.08927,-0.79395,-1.02487,0.00169,-0.50102,2.73627,0.45741,0.26257,0.12091,-0.20628,0.97800,0.00200,0.00200,0.01800
0.61903,-0.46858,-0.55277,-0.18436,-1.08722,2.62989,0.17264,-0.17832,0.48822,1.23661,1.60322,1.24668,-1.61294,0.77120,1.39107,-0.90591,-0.96649,1.46885,0.67920,0.03144,0.57153,2.83927,2.97330,1.31017,-1.14381,0.23477,0.12499,-1.15443,0.10482,0.79628,-0.70382,-0.40766,1.08302,-0.76451,0.07484,1.05486,1.81097,-1.38061,0.75209,-0.30521,1.41061,0.70102,0.41375,-0.67368,0.71541,1.44332,0.28501,0.27707,1.13139,-1.17594,-1.10584,-1.11181,-0.93323,2.50958,-0.74478,-1.17136,0.56594,-0.38706,-1.02291,-0.23995,-0.47428,0.78208,-1.39305,1.70927,-0.89188,0.37949,-1.04159,2.80950,0.63447,-0.20628,0.99200,0.00000,0.00000,0.00800
1.59158,-0.70597,-0.55277,0.15942,0.25039,1.89338,-0.61930,2.93451,0.48822,0.97966,0.34805,0.75060,-1.33314,-1.07005,0.35988,-0.44997,-0.96649,1.95101,-0.38055,-0.74632,0.57153,0.63200,-0.32514,-0.19467,-0.65808,-0.40419,0.25906,-1.15443,0.57749,2.22531,1.64736,0.06199,-0.10708,2.44491,0.07484,0.76062,0.75414,-1.01283,0.18303,0.33436,0.30978,0.70102,-0.95260,-0.67368,0.27464,1.44332,-0.72850,1.43062,0.26125,-1.62766,-0.30125,-1.11181,-0.03472,0.03655,-0.74478,-0.52012,0.72136,-0.78403,-1.02291,0.95295,-0.47428,-0.79395,-1.02487,-0.56750,0.28072,-0.40611,-0.47946,1.28134,-0.73502,-0.20628,0.97600,0.02000,0.00400,0.00000
1.39707,-0.70597,-0.55277,-0.64273,-1.21461,1.89338,0.70059,0.00479,0.03073,0.59424,1.10115,0.99864,-1.33314,1.23151,4.74245,0.00596,-0.17272,0.98669,-0.16860,-1.78334,-0.32921,-0.69236,2.97330,0.11884,-0.75522,1.83216,-0.94761,-0.69364,1.52283,1.67568,-0.11602,0.06199,-1.29717,2.80151,-0.30317,3.40880,2.47149,0.09052,-0.59942,-2.01070,-0.42410,-0.77165,-0.26943,-0.67368,1.59697,0.71749,-0.22174,0.66159,-0.60889,-0.12193,-0.91274,-1.11181,-0.93323,-0.31674,-0.74478,-0.30304,0.87677,0.40688,-0.06064,-0.30622,-0.28178,1.83277,-1.39305,0.00169,-1.28275,0.57589,0.83216,3.31889,1.14802,-0.20628,0.98800,0.00000,0.00000,0.01200
-0.06175,-0.23118,-0.55277,0.27401,-0.51396,0.05211,0.96457,0.00479,-0.19801,0.97966,-0.15402,0.25453,-0.49373,0.31089,1.13327,-0.44997,-0.17272,1.46885,0.46725,-1.26483,-0.10402,1.51490,0.66439,0.62045,0.31339,0.55425,-0.94761,-1.15443,1.16833,0.24665,-0.70382,1.94057,0.68632,-0.76451,-0.01966,-1.29907,0.35783,-0.64504,-0.59942,-1.58433,-0.05716,-0.28076,-0.26943,-0.24881,2.03775,-0.25029,2.31205,-0.87648,1.13139,-0.57365,-1.36331,-0.65659,0.41453,-1.02332,-0.74478,0.78237,0.64365,0.00991,-0.06064,-0.23995,-1.05179,-0.00593,-1.76123,-1.42129,1.06245,1.95068,-0.66684,1.02665,0.46328,-0.20628,0.93000,0.04000,0.00200,0.02800
1.78609,0.00621,-0.55277,-0.52814,-0.95983,2.99815,1.75651,2.56829,0.25948,2.39286,-0.15402,-0.24155,-0.49373,0.77120,0.10208,-0.90591,0.62105,0.02236,1.10310,-1.00557,-0.44180,2.83927,1.48900,2.12529,-0.85237,0.55425,-0.27724,0.22793,3.41352,0.13672,-0.70382,2.87987,-0.50378,0.30530,-0.39767,1.34911,1.94307,-0.27726,0.04077,-0.73158,-0.79104,0.70102,-0.26943,-0.67368,0.27464,1.44332,-0.72850,2.19965,0.69632,0.32979,-1.39549,-0.88420,-0.93323,-0.31674,-0.74478,-0.30304,1.65385,-0.38706,0.42049,-1.10149,-0.85929,-0.00593,-1.39305,-0.56750,-0.50102,0.57589,-0.10472,1.02665,0.46328,-0.20628,0.93600,0.00400,0.01400,0.04600
0.32727,-0.46858,-0.55277,-0.29895,0.82365,2.26164,0.17264,0.92033,0.71697,-0.04812,0.59908,2.23883,-1.05334,0.31089,-0.41352,-0.44997,-0.96649,-0.45980,-0.59250,-1.00557,1.69746,0.63200,0.16963,0.74586,0.21624,-0.40419,-0.54538,-0.23286,-0.36785,-0.19306,0.47177,-0.40766,2.27312,-0.05131,-0.77567,-0.12211,1.28255,-0.27726,0.04077,0.12117,-0.79104,2.66457,-0.26943,-0.67368,-0.60692,0.71749,-0.72850,1.43062,4.17687,0.63094,-1.10584,-0.88420,-0.93323,-0.67003,-0.74478,-0.95428,0.87677,-0.38706,-0.54178,0.42277,-0.28178,-0.00593,-0.28850,0.85548,-0.50102,-0.20971,1.58166,0.00787,-0.56383,-0.20628,0.99000,0.00800,0.00200,0.00000
0.71629,0.00621,-0.55277,-0.06976,-0.32287,1.52513,0.17264,0.00479,-0.19801,2.00744,-0.65609,0.25453,-0.49373,2.61245,0.61767,-0.90591,-0.17272,0.02236,0.25530,-1.00557,-0.32921,-0.25091,0.49947,-0.44547,-0.36664,-1.36263,-0.41131,0.22793,1.87734,2.99480,2.82296,1.00128,-0.50378,1.01850,0.54734,-0.12211,-0.03848,-0.64504,-0.52829,-1.15795,0.30978,0.70102,1.09693,-0.46125,0.71541,2.16915,-0.22174,-1.26099,-0.60889,0.02865,-0.23688,-0.20136,-0.48397,1.44971,0.75190,0.13113,0.41053,-1.18099,-0.06064,-0.17368,-0.85929,0.25674,-0.65669,1.99387,-0.11015,0.57589,-1.97846,-0.24682,0.12091,-0.20628,0.91800,0.05200,0.00200,0.02800
0.13276,0.48100,-0.55277,-0.52814,-0.76874,2.99815,1.49253,-0.36142,-0.65550,2.39286,-0.90713,0.00649,-0.21393,2.15213,1.39107,0.91783,0.62105,1.95101,-0.16860,-1.00557,-0.66699,1.51490,1.98377,-0.57087,-0.56093,1.51268,-0.94761,0.22793,1.52283,1.89554,1.05957,0.06199,0.28962,2.08831,0.26384,-1.00483,1.54676,-1.38061,-1.59527,-0.30521,0.30978,1.19191,0.41375,0.17606,1.15619,0.47554,-0.72850,0.27707,0.26125,-0.12193,-0.78400,-0.65659,0.41453,1.80300,0.75190,0.34821,0.25511,-0.38706,-0.06064,-0.57131,-0.47428,-0.26861,-0.28850,0.28629,-0.50102,1.55788,-1.41634,-0.24682,-0.05028,-0.20628,0.88800,0.02200,0.00400,0.08600
0.42452,-0.46858,-0.55277,0.15942,-0.38657,0.78862,2.02049,2.20208,0.48822,1.75050,0.34805,2.23883,-1.33314,0.77120,1.13327,0.46190,-0.96649,0.98669,-1.22835,-0.74632,-0.55440,-0.69236,0.49947,-0.32007,0.31339,0.87373,-1.08168,-0.69364,1.28650,1.12605,-0.70382,0.53163,-1.69387,2.08831,-0.20867,-0.41635,1.81097,-0.27726,-0.03036,-1.15795,-0.05716,1.19191,-0.04170,-0.67368,0.71541,2.65303,-0.22174,1.43062,-1.47903,-1.32651,-0.62308,0.48148,1.76229,1.09642,-0.74478,-0.30304,0.48824,0.80385,-1.02291,-0.50504,0.10323,-0.79395,-1.39305,0.00169,-0.50102,0.77228,-0.10472,0.51726,-0.39265,-0.20628,0.96200,0.01800,0.00200,0.01800
-0.06175,0.71839,-0.55277,-0.29895,0.37778,0.78862,-0.09134,2.20208,0.03073,0.46577,-0.15402,0.00649,-0.49373,1.69182,1.13327,-0.44997,-0.96649,2.43318,0.25530,0.54995,-0.44180,1.07345,-0.32514,0.68315,-0.94952,2.15164,0.12499,2.07107,0.69566,0.24665,-0.70382,0.53163,0.68632,-0.05131,-0.49217,-1.00483,-0.17059,0.45831,-0.03036,0.54754,1.04367,1.19191,0.41375,-0.46125,1.15619,-0.25029,0.28501,-0.49196,-0.60889,-0.87479,-0.01160,0.02625,0.41453,-0.31674,-0.74478,0.13113,1.26531,-0.38706,-1.02291,-0.17368,0.87325,-0.53128,0.44786,0.28629,0.28072,0.37949,0.08266,0.51726,-0.56383,-0.20628,0.98000,0.01800,0.00200,0.00000
0.42452,0.48100,1.93321,-0.41354,0.37778,2.26164,-0.35532,0.73722,-0.65550,1.49355,2.85840,1.49472,0.06588,-0.14942,0.61767,-0.90591,0.62105,2.43318,1.31504,-1.00557,1.02190,0.19054,0.66439,0.68315,0.31339,-0.08471,0.39314,-0.69364,-0.24968,-0.41291,-0.70382,0.06199,-0.10708,1.37510,-0.49217,-0.71059,1.41466,-0.27726,0.89435,-1.79752,-0.05716,0.21013,1.55238,-0.46125,0.27464,0.47554,-0.22174,-0.10745,-0.17382,-0.12193,-0.52653,0.25387,-0.48397,0.38984,-0.74478,-0.30304,-0.67738,-0.78403,-0.54178,-0.10741,0.68075,-1.31929,-1.39305,0.57089,0.28072,-0.01331,-1.22896,-0.24682,-0.73502,-0.20628,0.94200,0.03400,0.00000,0.02400
0.91080,-0.70597,-0.55277,-0.29895,0.05930,1.89338,-0.09134,0.92033,0.25948,-0.30507,0.09701,0.99864,-0.49373,-0.60974,-0.15572,-0.44997,-0.17272,1.46885,-0.59250,-0.74632,0.23375,0.63200,0.49947,-0.32007,0.50768,0.55425,-0.81353,-0.23286,0.22299,0.79628,-0.11602,-0.87731,0.68632,1.01850,0.16934,-0.41635,1.01835,0.09052,0.39643,0.33436,0.67672,0.21013,0.64148,0.17606,0.71541,-1.21806,0.79177,-0.10745,0.26125,0.02865,-0.68745,-0.65659,-0.48397,0.03655,0.00356,-1.17136,-0.44425,0.80385,0.42049,0.22395,0.87325,-0.00593,-0.28850,-1.13670,0.28072,-0.79891,0.45741,0.00787,0.29209,-0.20628,0.90800,0.06600,0.00200,0.02400
0.03550,-0.23118,-0.55277,0.15942,-0.76874,1.52513,1.22855,-0.91075,0.71697,1.10813,2.10529,0.99864,-1.61294,-0.60974,0.10208,-0.90591,-0.96649,-0.45980,-0.80445,0.29070,0.23375,2.39781,2.80837,-0.19467,-0.94952,0.55425,-1.34983,-1.15443,2.46818,1.01613,-0.11602,-0.40766,-0.50378,0.30530,0.92534,-0.71059,2.20728,-0.27726,-0.67055,-1.37114,-0.05716,0.21013,-0.49715,-0.03637,1.59697,1.68526,-0.22174,0.66159,-0.17382,0.17922,-1.00929,-0.42897,-0.48397,1.80300,-0.74478,-0.52012,0.79907,-1.18099,0.90163,-0.96894,-0.28178,-0.00593,-0.65669,-0.56750,-0.50102,0.77228,-0.85421,-0.24682,-0.22146,-0.20628,0.92600,0.01000,0.00400,0.06000
0.91080,-0.46858,0.69022,-0.41354,-0.32287,1.52513,-1.14725,1.28654,1.63195,-0.04812,0.09701,0.50257,0.06588,-0.14942,0.10208,-0.90591,-0.96649,0.98669,-0.80445,-0.22781,0.45894,0.19054,-1.14975,0.87126,0.31339,1.19321,0.12499,-0.23286,-0.36785,0.02680,-0.11602,0.06199,0.68632,0.30530,-0.39767,-0.12211,0.88624,-1.38061,0.68096,-0.30521,0.30978,0.70102,-0.26943,-0.46125,2.03775,0.23360,-0.72850,0.66159,2.87166,-1.02537,-0.84837,0.70909,-0.93323,0.03655,-0.74478,0.34821,1.18760,-0.38706,-0.54178,-0.04113,0.68075,0.51941,0.81604,-0.28290,-0.89188,-0.01331,0.83216,0.51726,-0.22146,-0.20628,0.97600,0.01800,0.00200,0.00400
0.91080,-0.94336,-0.55277,-0.29895,-0.19548,0.78862,1.75651,0.00479,1.86069,0.08035,0.85012,0.50257,0.06588,1.23151,0.10208,0.00596,0.62105,1.46885,0.04335,0.03144,0.23375,1.07345,0.99424,-0.38277,-0.07520,-0.40419,0.12499,1.14950,0.34116,0.02680,-0.11602,1.00128,0.68632,1.73170,-0.58667,0.17214,1.28255,-0.27726,0.32530,-1.15795,0.67672,1.68279,-0.26943,-0.24881,-0.16614,0.71749,0.28501,2.58417,1.13139,-0.87479,-0.55872,-0.20136,-1.38248,-0.67003,0.00356,0.13113,0.41053,0.80385,-1.02291,0.15768,-0.47428,-0.00593,0.81604,1.14008,-1.28275,0.77228,0.64478,-0.75621,-0.39265,-0.20628,0.95800,0.03200,0.00200,0.00800
