A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4
0.26087,0.61538,0.61111,-0.44978,-0.86813,-0.69811,0.37255,-0.71429,0.16667,0.60000,0.03158,0.21823,0.43396,-0.65789,-1.00000,0.51220,-0.26667,0.13333,2,2,2,1
0.21739,0.76923,0.66667,-0.12664,-0.67033,-0.62264,0.50327,-0.77143,0.33333,0.71429,0.06316,0.37410,0.19497,-0.63158,-1.00000,-0.46341,-0.33333,0.06667,2,2,2,1
0.39130,0.61538,0.55556,-0.29258,-0.78022,-0.69811,0.39869,-0.77143,0.33333,0.48571,0.06316,0.25180,0.35849,-0.57895,-0.54545,-0.41463,-0.26667,-0.06667,2,2,2,1
-0.43478,-0.76923,-0.27778,-0.79039,-0.78022,-0.77358,-0.75163,0.48571,-0.83333,-0.74286,-0.81053,-0.83693,-0.62264,-0.55263,-0.54545,0.31707,-0.53333,-0.60000,2,2,2,1
-0.21739,-0.53846,-0.11111,-0.74672,-0.82418,-0.81132,-0.55556,0.14286,-0.66667,-0.60000,-0.57895,-0.68825,-0.49686,-0.52632,-0.18182,-0.12195,-0.46667,-0.46667,2,1,2,2
0.04348,0.00000,0.50000,-0.08297,-0.56044,-0.69811,0.08497,-0.54286,-0.16667,-0.17143,-0.01053,-0.06715,0.06918,-0.71053,-1.00000,-0.31707,-0.20000,0.06667,3,2,3,1
0.82609,0.53846,0.66667,-0.11790,-0.62637,-0.66038,0.41176,-0.77143,0.33333,0.37143,0.04211,0.26139,0.32075,-0.68421,0.90909,-0.46341,-0.13333,0.20000,2,1,2,2
0.21739,0.38462,1.00000,-0.15284,-0.73626,-0.66038,0.33333,-0.65714,0.16667,0.25714,-0.02105,0.15827,0.06918,-0.84211,-1.00000,0.75610,-0.06667,0.66667,3,1,3,2
-0.13043,-0.84615,0.05556,-0.49345,-0.71429,-0.77358,-0.50327,0.08571,-0.66667,-0.80000,-0.55789,-0.64748,-0.64780,-0.78947,-0.81818,0.60976,0.00000,0.13333,3,2,3,1
-0.04348,0.00000,0.44444,-0.51965,-0.64835,-0.66038,-0.37255,-0.08571,-0.50000,0.11429,-0.51579,-0.54916,-0.22013,-0.71053,-0.36364,0.02439,-0.13333,0.26667,1,2,2,2
0.21739,0.69231,0.80556,-0.31878,-0.73626,-0.69811,0.34641,-0.71429,0.16667,0.68571,-0.04211,0.18465,0.43396,-0.60526,0.09091,0.26829,-0.33333,-0.06667,2,2,2,1
-0.43478,-0.23077,-0.16667,-0.80786,-0.80220,-0.84906,-0.52941,0.14286,-0.66667,-0.22857,-0.62105,-0.68106,-0.22013,-0.28947,-0.45455,-0.56098,-0.80000,-0.93333,2,2,1,2
-0.34783,-0.61538,0.02778,-0.54585,-0.80220,-0.81132,-0.33333,-0.14286,-0.50000,-0.68571,-0.43158,-0.49400,-0.61006,-0.78947,-0.90909,-0.56098,0.06667,0.13333,3,2,3,1
0.30435,0.61538,0.86111,-0.25764,-0.80220,-0.66038,0.45098,-0.77143,0.33333,0.60000,0.00000,0.30695,0.14465,-0.71053,-1.00000,0.41463,-0.26667,0.33333,2,2,2,1
-0.04348,-0.69231,-0.13889,-0.41485,-0.69231,-0.73585,-0.41176,-0.02857,-0.50000,-0.54286,-0.49474,-0.56595,-0.79874,-0.89474,-0.54545,0.95122,0.33333,0.80000,2,1,2,2
-0.30435,-0.61538,-0.05556,-0.70306,-0.73626,-0.81132,-0.68627,0.31429,-0.83333,-0.57143,-0.61053,-0.77458,-0.76101,-0.65789,-0.36364,-0.65854,-0.13333,-0.20000,1,2,2,2
-0.86957,-0.61538,-0.50000,-0.81659,-0.75824,-0.88679,-0.72549,0.42857,-0.83333,-0.74286,-0.76842,-0.82014,-0.54717,-0.26316,-1.00000,0.02439,-0.93333,-0.80000,2,2,2,1
-0.17391,-0.30769,-0.02778,-0.40611,-0.71429,-0.77358,-0.54248,0.08571,-0.66667,-0.31429,-0.53684,-0.66906,-0.35849,-0.92105,1.00000,-0.51220,1.00000,1.00000,2,2,2,1
0.47826,0.61538,0.88889,0.08297,-0.53846,-0.62264,0.38562,-0.71429,0.33333,0.48571,-0.02105,0.23741,0.44654,-0.78947,0.18182,0.21951,-0.06667,0.53333,3,1,3,2
-0.47826,-0.46154,-0.02778,-0.71179,-0.80220,-0.81132,-0.47712,0.02857,-0.66667,-0.54286,-0.54737,-0.62830,-0.35849,-0.55263,-0.36364,-0.21951,-0.60000,-0.60000,2,1,2,2
-0.34783,-0.53846,0.00000,-0.55459,-0.67033,-0.77358,-0.67320,0.25714,-0.83333,-0.45714,-0.72632,-0.76739,-0.81132,-0.89474,-0.72727,-0.70732,0.66667,0.86667,1,2,2,2
-0.30435,-0.46154,0.36111,-0.38865,-0.75824,-0.77358,-0.15033,-0.37143,-0.33333,-0.57143,-0.24211,-0.31175,-0.42138,-0.71053,-0.36364,-0.12195,-0.13333,0.00000,3,1,3,2
-0.13043,-0.46154,-0.08333,-0.69432,-0.75824,-0.84906,-0.68627,0.31429,-0.83333,-0.42857,-0.62105,-0.78177,-0.64780,-0.63158,-1.00000,-1.00000,-0.26667,-0.53333,1,2,2,2
-0.30435,-0.76923,-0.19444,-0.49345,-0.64835,-0.84906,-0.63399,0.25714,-0.83333,-0.62857,-0.64211,-0.74341,-0.78616,-0.81579,-0.90909,0.85366,0.13333,0.53333,2,1,2,2
-0.26087,-0.23077,0.13889,0.10917,0.09890,0.66038,-0.50327,0.08571,-0.66667,-0.11429,-0.26316,-0.64508,-0.30818,-0.15789,-0.54545,-0.56098,-0.33333,0.00000,1,2,2,2
0.39130,0.46154,0.86111,-0.10044,-0.71429,-0.66038,0.38562,-0.71429,0.16667,0.40000,-0.04211,0.23981,0.10692,-0.81579,-1.00000,-0.02439,0.00000,0.46667,3,2,3,1
-0.17391,-0.07692,0.00000,-0.49345,-0.78022,-0.81132,-0.38562,-0.14286,-0.50000,-0.17143,-0.43158,-0.52758,-0.14465,-0.73684,-0.27273,-0.51220,-0.06667,-0.06667,2,1,2,2
0.04348,-0.15385,0.52778,-0.14410,-0.58242,-0.73585,-0.00654,-0.48571,-0.16667,-0.25714,-0.09474,-0.17986,-0.16981,-0.65789,0.36364,-0.46341,-0.06667,0.06667,3,1,3,2
0.56522,0.23077,0.75000,-0.28384,-0.78022,-0.66038,0.22876,-0.65714,0.00000,0.08571,-0.13684,0.06954,-0.03145,-0.84211,0.09091,0.02439,0.06667,0.33333,3,2,3,1
-0.04348,0.07692,-0.08333,-0.20524,-0.49451,-0.81132,-0.28105,-0.31429,-0.50000,-0.02857,-0.43158,-0.41007,-0.04403,-0.73684,-0.18182,-0.07317,0.60000,0.66667,2,2,1,2
-0.43478,-0.23077,-0.41667,-0.86900,-0.86813,-0.77358,-0.50327,0.14286,-0.66667,-0.25714,-0.58947,-0.65947,-0.20755,-0.31579,-0.27273,-0.60976,-0.80000,-0.93333,2,2,1,2
-0.34783,0.15385,0.38889,-0.35371,-0.71429,-0.77358,-0.17647,-0.31429,-0.33333,-0.02857,-0.26316,-0.33813,0.11950,-0.76316,0.18182,-0.21951,0.06667,0.20000,3,1,3,2
0.47826,0.69231,0.75000,-0.44978,-0.95604,-0.81132,0.83007,-0.94286,0.83333,0.54286,0.46316,0.72662,0.63522,-0.36842,-0.54545,0.46341,-0.80000,-0.66667,2,2,1,2
0.34783,0.23077,0.80556,-0.08297,-0.69231,-0.66038,0.24183,-0.65714,0.16667,0.11429,-0.08421,0.08633,-0.25786,-0.86842,-1.00000,-0.07317,0.13333,0.73333,3,1,3,2
-0.30435,-0.38462,-0.36111,-0.73799,-0.73626,-0.84906,-0.85621,0.65714,-1.00000,-0.45714,-0.81053,-0.90647,-0.48428,-0.55263,0.09091,-0.85366,-0.33333,-0.53333,1,2,2,2
-0.26087,-0.53846,-0.52778,-0.91266,-0.97802,-0.81132,-0.69935,0.42857,-0.83333,-0.40000,-0.73684,-0.81535,-0.47170,-0.31579,0.09091,-0.60976,-0.53333,-0.93333,1,2,2,2
0.08696,-0.15385,0.33333,-0.37118,-0.56044,-0.69811,-0.39869,-0.02857,-0.50000,-0.11429,-0.54737,-0.56115,-0.43396,-0.81579,0.27273,-0.56098,0.20000,0.40000,1,2,2,2
0.26087,0.69231,0.69444,-0.04803,-0.56044,-0.62264,0.43791,-0.77143,0.33333,0.68571,0.01053,0.28297,0.30818,-0.68421,-0.81818,0.02439,-0.26667,0.20000,3,1,3,2
-0.43478,-0.46154,-0.27778,-0.69432,-0.73626,-0.81132,-0.86928,0.60000,-1.00000,-0.40000,-0.84211,-0.90168,-0.57233,-0.89474,-0.36364,-0.46341,0.73333,0.80000,1,2,2,2
0.21739,0.23077,0.75000,-0.05677,-0.56044,-0.69811,0.16340,-0.60000,0.00000,0.08571,-0.10526,0.00000,-0.18239,-0.73684,-0.63636,-0.46341,-0.13333,0.00000,3,2,3,1
0.56522,0.69231,0.55556,-0.24017,-0.78022,-0.84906,0.68627,-0.88571,0.50000,0.48571,0.44211,0.61391,0.67296,-0.31579,-0.27273,-0.56098,-0.46667,-0.80000,2,2,1,2
-0.17391,-0.07692,-0.05556,-0.27511,-0.40659,-0.81132,-0.41176,-0.14286,-0.66667,-0.28571,-0.48421,-0.54197,-0.06918,-0.71053,-0.27273,-0.70732,0.26667,0.33333,2,2,1,2
-0.34783,-0.92308,-0.50000,-0.68559,-0.73626,-0.84906,-0.80392,0.48571,-0.83333,-0.65714,-0.81053,-0.85851,-0.94969,-0.89474,-0.63636,-0.51220,0.53333,0.66667,1,2,2,2
-0.13043,-0.53846,0.27778,-0.33624,-0.73626,-0.73585,-0.28105,-0.25714,-0.50000,-0.54286,-0.41053,-0.43885,-0.74843,-0.89474,-0.45455,-0.17073,0.40000,0.53333,3,1,3,2
0.00000,-0.69231,-0.05556,-0.27511,-0.53846,-0.77358,-0.38562,-0.08571,-0.50000,-0.54286,-0.44211,-0.53477,-0.68553,-0.73684,-0.72727,-0.21951,-0.06667,0.06667,2,1,2,2
-0.34783,-0.23077,-0.16667,-0.36245,-0.40659,-0.35849,-0.47712,0.02857,-0.66667,-0.28571,-0.47368,-0.62110,-0.25786,-0.55263,-0.90909,-0.56098,-0.33333,-0.46667,2,2,1,2
-0.34783,-0.15385,0.22222,-0.72926,-0.82418,-0.62264,-0.43791,0.02857,-0.50000,0.14286,-0.51579,-0.59952,-0.30818,-0.57895,-0.36364,-0.46341,-0.53333,-0.06667,1,2,2,2
-0.17391,-0.46154,-0.27778,-0.93886,-0.97802,-0.81132,-0.64706,0.37143,-0.66667,-0.37143,-0.69474,-0.77698,-0.50943,-0.31579,0.09091,-0.07317,-0.60000,-0.86667,1,2,2,2
-0.34783,-0.15385,-0.16667,-0.58952,-0.69231,-0.77358,-0.59477,0.14286,-0.83333,-0.28571,-0.65263,-0.69544,-0.19497,-0.76316,-0.36364,-0.60976,0.33333,0.46667,2,2,1,2
-0.08696,-0.53846,-0.02778,-0.30131,-0.45055,-0.77358,-0.43791,-0.08571,-0.66667,-0.57143,-0.52632,-0.56595,-0.54717,-0.71053,-0.63636,-0.75610,0.06667,0.26667,2,2,1,2
0.47826,0.38462,0.75000,-0.31878,-0.80220,-0.66038,0.32026,-0.71429,0.16667,0.25714,0.01053,0.17266,0.35849,-0.65789,-0.81818,-0.80488,-0.20000,0.13333,2,1,2,2
-0.43478,-0.61538,-0.50000,-0.86900,-0.80220,-0.92453,-0.92157,0.77143,-1.00000,-0.68571,-0.89474,-0.94245,-0.45912,-0.50000,-0.18182,-0.90244,-0.46667,-0.66667,1,2,2,2
-0.73913,-0.53846,-0.11111,-0.79913,-0.86813,-0.73585,-0.60784,0.25714,-0.66667,-0.51429,-0.63158,-0.73381,-0.55975,-0.52632,-0.36364,0.02439,-0.66667,-0.46667,2,2,2,1
-0.26087,-0.53846,0.36111,-0.32751,-0.67033,-0.77358,-0.17647,-0.31429,-0.33333,-0.60000,-0.26316,-0.34293,-0.43396,-0.71053,0.00000,-0.26829,-0.13333,-0.06667,3,1,3,2
-0.43478,-0.07692,-0.27778,-0.80786,-0.78022,-0.77358,-0.52941,0.14286,-0.66667,-0.22857,-0.57895,-0.67146,-0.03145,-0.28947,-1.00000,-0.65854,-0.80000,-0.93333,2,2,1,2
0.73913,0.15385,0.61111,-0.09170,-0.67033,-0.73585,0.18954,-0.60000,0.00000,-0.05714,-0.09474,0.02878,-0.06918,-0.86842,0.54545,0.41463,0.13333,0.53333,3,1,3,2
-0.39130,0.23077,0.27778,-0.24891,-0.62637,-0.73585,-0.15033,-0.37143,-0.33333,0.00000,-0.29474,-0.31175,0.25786,-0.78947,0.00000,-0.65854,0.06667,0.20000,3,2,3,1
0.52174,0.76923,0.72222,0.24017,-0.38462,-0.84906,0.66013,-0.88571,0.50000,0.40000,0.41053,0.60911,0.49686,-0.39474,-0.18182,-0.36585,-0.33333,-0.73333,2,2,1,2
-0.43478,-0.46154,-0.27778,-0.70306,-0.73626,-0.92453,-0.67320,0.31429,-0.83333,-0.57143,-0.66316,-0.77218,-0.47170,-0.60526,-0.45455,-0.31707,-0.33333,-0.40000,2,1,2,2
-0.47826,-0.23077,-0.27778,-0.85153,-0.84615,-0.81132,-0.50327,0.14286,-0.66667,-0.17143,-0.58947,-0.66427,-0.16981,-0.26316,-1.00000,-0.75610,-0.80000,-0.93333,2,2,1,2
0.21739,0.76923,0.69444,0.10917,-0.45055,-0.69811,0.37255,-0.71429,0.16667,0.51429,0.07368,0.23261,0.34591,-0.65789,-0.81818,-0.70732,-0.26667,0.06667,3,1,3,2
0.39130,0.69231,0.55556,-0.32751,-0.80220,-0.73585,0.39869,-0.77143,0.33333,0.62857,0.06316,0.26859,0.34591,-0.60526,-0.63636,-0.75610,-0.26667,-0.13333,2,2,2,1
-0.34783,-0.53846,0.33333,-0.21397,-0.51648,-0.77358,-0.26797,-0.20000,-0.50000,-0.57143,-0.27368,-0.44365,-0.47170,-0.60526,-0.72727,0.07317,-0.33333,-0.26667,2,2,2,1
0.73913,0.53846,0.47222,-0.18777,-0.67033,-0.66038,0.35948,-0.71429,0.16667,0.34286,-0.04211,0.20863,0.09434,-0.65789,-0.45455,0.21951,-0.20000,0.20000,3,1,3,2
-0.30435,-0.30769,-0.02778,-0.68559,-0.82418,-0.84906,-0.56863,0.14286,-0.66667,-0.40000,-0.57895,-0.69305,-0.28302,-0.68421,0.36364,0.26829,0.00000,0.13333,2,2,2,1
0.08696,-0.84615,-0.16667,-0.31878,-0.53846,-0.88679,-0.43791,-0.14286,-0.66667,-0.82857,-0.43158,-0.55156,-0.89937,-0.68421,-0.72727,0.07317,0.73333,0.60000,2,2,1,2
0.21739,0.15385,0.25000,-0.24017,-0.71429,-0.66038,-0.17647,-0.31429,-0.33333,0.00000,-0.34737,-0.34293,-0.01887,-0.92105,-0.54545,0.07317,0.40000,0.93333,3,1,3,2
0.52174,0.61538,0.75000,-0.05677,-0.60440,-0.66038,0.25490,-0.65714,0.16667,0.25714,0.03158,0.11271,0.64780,-0.68421,-0.18182,-1.00000,-0.13333,0.06667,2,1,2,2
-0.21739,-0.46154,0.19444,-0.45852,-0.71429,-0.77358,-0.37255,-0.14286,-0.50000,-0.57143,-0.37895,-0.52278,-0.42138,-0.65789,-0.54545,-0.65854,-0.33333,-0.33333,2,1,2,2
-0.43478,-0.23077,-0.19444,-0.83406,-0.84615,-0.84906,-0.50327,0.14286,-0.66667,-0.25714,-0.53684,-0.66187,-0.14465,-0.26316,-0.72727,-0.65854,-0.73333,-0.93333,2,2,1,2
0.04348,-0.84615,-0.27778,-0.58952,-0.62637,-0.77358,-0.79085,0.48571,-0.83333,-0.68571,-0.81053,-0.85132,-0.96226,-0.81579,-0.45455,-0.90244,0.26667,0.26667,1,2,2,2
0.39130,0.53846,0.88889,-0.10917,-0.64835,-0.62264,0.43791,-0.71429,0.33333,0.42857,0.01053,0.26619,0.15723,-0.68421,0.36364,0.70732,-0.13333,0.46667,2,1,2,2
-0.08696,-0.23077,-0.19444,-0.50218,-0.73626,-0.81132,-0.47712,-0.02857,-0.66667,-0.28571,-0.52632,-0.60432,-0.01887,-0.78947,0.09091,-0.46341,0.13333,0.13333,2,1,2,2
0.00000,-0.07692,0.30556,-0.43231,-0.56044,-0.69811,-0.45098,0.02857,-0.66667,-0.11429,-0.61053,-0.59952,-0.18239,-0.78947,-0.18182,-0.60976,0.06667,0.33333,1,2,2,2
-0.30435,0.07692,0.11111,-0.76419,-0.84615,-0.66038,-0.37255,-0.02857,-0.50000,0.28571,-0.52632,-0.55635,-0.18239,-0.52632,-0.90909,-0.65854,-0.60000,-0.20000,1,2,2,2
0.34783,0.69231,0.80556,-0.02183,-0.53846,-0.66038,0.21569,-0.65714,0.00000,0.45714,-0.04211,0.05276,0.34591,-0.68421,-0.18182,-0.12195,-0.13333,0.00000,3,2,3,1
0.56522,0.61538,0.75000,0.01310,-0.58242,-0.66038,0.33333,-0.71429,0.16667,0.40000,0.04211,0.18225,0.29560,-0.71053,-0.90909,0.12195,-0.20000,0.33333,2,1,2,2
0.56522,0.53846,0.75000,-0.07424,-0.64835,-0.66038,0.39869,-0.77143,0.33333,0.54286,0.04211,0.25420,0.29560,-0.68421,-0.45455,-0.85366,-0.20000,0.20000,2,1,2,2
0.13043,0.61538,0.66667,-0.17031,-0.67033,-0.73585,0.15033,-0.60000,0.00000,0.37143,-0.03158,-0.00240,0.66038,-0.71053,-0.81818,-0.65854,-0.13333,0.13333,3,2,3,1
-0.17391,0.00000,0.16667,-0.42358,-0.75824,-0.77358,-0.30719,-0.20000,-0.50000,-0.11429,-0.46316,-0.46043,-0.30818,-0.94737,-0.27273,-0.46341,0.60000,0.80000,3,2,3,1
-0.52174,-0.61538,-0.27778,-0.70306,-0.67033,-0.84906,-0.81699,0.60000,-0.83333,-0.60000,-0.85263,-0.88489,-0.62264,-0.71053,-0.63636,-0.65854,-0.40000,-0.40000,2,2,3,1
-0.47826,-0.30769,-0.27778,-0.86026,-0.86813,-0.81132,-0.51634,0.08571,-0.66667,-0.22857,-0.54737,-0.66187,-0.32075,-0.31579,-0.54545,-0.80488,-0.73333,-0.93333,2,2,1,2
-0.30435,-0.76923,-0.22222,-0.67686,-0.73626,-0.77358,-0.64706,0.20000,-0.83333,-0.65714,-0.62105,-0.74341,-0.77358,-0.63158,-0.36364,-0.95122,-0.13333,0.00000,1,2,2,2
0.52174,0.53846,0.77778,-0.32751,-0.80220,-0.66038,0.41176,-0.71429,0.33333,0.40000,0.01053,0.26619,0.32075,-0.65789,0.36364,-0.12195,-0.13333,0.20000,2,1,2,2
0.34783,0.61538,0.69444,-0.18777,-0.62637,-0.66038,0.32026,-0.71429,0.16667,0.54286,-0.07368,0.16307,0.42138,-0.60526,0.27273,-0.80488,-0.26667,0.00000,3,1,3,2
0.17391,0.38462,0.36111,-0.17031,-0.60440,-0.84906,0.16340,-0.65714,0.00000,0.17143,-0.06316,0.05036,0.20755,-0.60526,-0.45455,-0.65854,0.13333,-0.20000,2,2,1,2
-0.47826,-0.84615,-0.33333,-0.78166,-0.78022,-0.84906,-0.94771,0.77143,-1.00000,-0.80000,-0.91579,-0.96163,-0.82390,-0.84211,-0.90909,0.12195,0.33333,0.46667,1,2,2,2
0.08696,0.69231,0.88889,-0.44105,-0.86813,-0.66038,0.46405,-0.77143,0.33333,0.71429,0.06316,0.32614,0.35849,-0.63158,-0.27273,0.46341,-0.26667,0.13333,2,2,2,1
-0.52174,-0.61538,-0.05556,-0.70306,-0.78022,-0.77358,-0.64706,0.31429,-0.83333,-0.74286,-0.68421,-0.76499,-0.77358,-0.65789,-0.18182,-0.02439,-0.53333,-0.33333,2,2,2,1
-0.30435,-0.61538,0.05556,-0.57205,-0.69231,-0.81132,-0.55556,0.14286,-0.66667,-0.74286,-0.62105,-0.68825,-0.58491,-0.73684,-1.00000,-0.56098,-0.26667,-0.13333,2,2,2,1
0.34783,0.69231,0.80556,0.03930,-0.49451,-0.69811,0.45098,-0.77143,0.33333,0.68571,0.12632,0.32614,0.37107,-0.57895,0.27273,-0.46341,-0.20000,0.00000,2,2,2,1
-0.52174,-0.15385,-0.30556,-0.79039,-0.82418,-0.77358,-0.50327,0.14286,-0.66667,-0.14286,-0.58947,-0.66187,-0.15723,-0.39474,-0.90909,-0.46341,-0.80000,-0.86667,2,2,1,2
-0.69565,-0.76923,-0.19444,-0.79913,-0.80220,-0.81132,-0.79085,0.54286,-0.83333,-0.82857,-0.82105,-0.86571,-0.69811,-0.71053,-0.81818,0.02439,-0.53333,-0.33333,2,2,2,1
-0.73913,-0.23077,-0.11111,-0.67686,-0.67033,-0.77358,-0.46405,0.02857,-0.66667,-0.25714,-0.52632,-0.61631,-0.18239,-0.50000,-1.00000,-0.60976,-0.60000,-0.53333,2,2,1,2
-0.30435,-0.23077,0.02778,-0.62445,-0.84615,-0.77358,-0.58170,0.14286,-0.66667,-0.20000,-0.65263,-0.70264,-0.18239,-0.86842,0.18182,-0.75610,0.20000,0.33333,2,1,2,2
-0.56522,-0.46154,-0.47222,-0.89520,-0.86813,-0.81132,-0.73856,0.48571,-0.83333,-0.45714,-0.84211,-0.84173,-0.39623,-0.34211,0.09091,-0.70732,-0.93333,-0.86667,1,2,2,2
-0.30435,0.30769,0.19444,-0.20524,-0.60440,-0.84906,-0.13725,-0.37143,-0.33333,0.08571,-0.18947,-0.28777,0.27044,-0.68421,-0.90909,-0.70732,-0.13333,-0.13333,2,2,2,1
-0.26087,-0.46154,0.19444,-0.35371,-0.69231,-0.77358,-0.13725,-0.37143,-0.33333,-0.60000,-0.27368,-0.30935,-0.39623,-0.68421,-0.90909,-0.31707,-0.26667,-0.20000,3,2,3,1
-0.34783,-0.30769,-0.27778,-0.74672,-0.78022,-0.84906,-0.85621,0.60000,-1.00000,-0.25714,-0.82105,-0.89688,-0.35849,-0.81579,-0.27273,-0.80488,0.13333,0.13333,1,2,2,2
0.00000,-0.23077,0.16667,-0.50218,-0.82418,-0.88679,-0.03268,-0.54286,-0.16667,-0.34286,-0.10526,-0.16067,-0.33333,-0.57895,-1.00000,-0.70732,0.26667,0.00000,2,2,1,2
-0.13043,-0.53846,-0.36111,-0.63319,-0.75824,-0.81132,-0.79085,0.48571,-0.83333,-0.54286,-0.80000,-0.85132,-0.38365,-0.89474,-0.18182,-0.65854,0.46667,0.53333,2,1,2,2
0.08696,0.00000,0.02778,-0.17031,-0.47253,-0.81132,-0.29412,-0.25714,-0.50000,-0.08571,-0.43158,-0.42926,-0.10692,-0.73684,0.18182,-0.56098,0.60000,0.46667,2,2,1,2
-0.13043,-0.53846,0.05556,-0.47598,-0.58242,-0.77358,-0.64706,0.25714,-0.83333,-0.37143,-0.71579,-0.74580,-0.78616,-0.86842,-0.63636,-0.65854,0.66667,0.80000,1,2,2,2
0.17391,0.38462,0.91667,0.10917,-0.49451,-0.66038,0.41176,-0.77143,0.33333,0.28571,0.13684,0.29017,0.22013,-0.63158,0.00000,-0.07317,-0.13333,0.13333,2,2,2,1
-0.26087,-0.76923,0.25000,-0.30131,-0.62637,-0.84906,-0.37255,-0.14286,-0.50000,-0.80000,-0.40000,-0.51799,-0.62264,-0.81579,-0.18182,0.51220,0.26667,0.46667,3,1,2,2
-0.34783,-0.46154,0.08333,-0.31004,-0.67033,-0.81132,-0.16340,-0.31429,-0.33333,-0.42857,-0.26316,-0.33333,-0.48428,-0.81579,-1.00000,0.41463,-0.13333,0.20000,2,2,2,1
0.04348,0.53846,0.80556,0.05677,-0.47253,-0.62264,0.42484,-0.77143,0.33333,0.40000,0.01053,0.26859,0.16981,-0.71053,-0.72727,-0.02439,-0.33333,0.26667,3,1,3,2
-0.52174,-0.69231,-0.16667,-0.59825,-0.69231,-0.81132,-0.67320,0.31429,-0.83333,-0.37143,-0.72632,-0.77458,-0.84906,-0.86842,-1.00000,0.12195,0.33333,0.60000,1,2,2,2
-0.43478,-0.53846,-0.38889,-0.78166,-0.73626,-0.84906,-0.94771,0.77143,-1.00000,-0.51429,-0.92632,-0.95444,-0.54717,-0.86842,-0.36364,-0.56098,0.53333,0.53333,1,2,2,2
-0.47826,-0.61538,-0.11111,-0.77293,-0.86813,-0.73585,-0.71242,0.42857,-0.83333,-0.60000,-0.84211,-0.81535,-0.82390,-0.84211,-0.90909,0.17073,-0.20000,0.13333,2,2,2,1
-0.39130,-0.30769,-0.44444,-0.89520,-0.91209,-0.84906,-0.50327,0.14286,-0.66667,-0.34286,-0.58947,-0.66427,-0.22013,-0.31579,-0.81818,-0.31707,-0.86667,-0.93333,2,2,1,2
0.30435,0.76923,0.80556,-0.31004,-0.73626,-0.69811,0.28105,-0.65714,0.16667,0.57143,-0.08421,0.11271,0.37107,-0.65789,0.18182,0.07317,-0.20000,0.00000,3,2,3,1
-0.26087,0.23077,0.25000,-0.67686,-0.78022,-0.66038,-0.38562,-0.02857,-0.50000,0.40000,-0.54737,-0.56595,-0.03145,-0.57895,-0.90909,-0.46341,-0.60000,-0.26667,1,2,2,2
-0.69565,-0.92308,-0.94444,-0.94760,-0.78022,-0.96226,-0.97386,0.88571,-1.00000,-0.97143,-0.98947,-0.98321,-0.84906,-0.26316,-0.63636,-0.65854,-0.80000,-0.86667,2,2,2,1
-0.17391,-0.69231,-0.02778,-0.24017,-0.47253,-0.84906,-0.35948,-0.20000,-0.50000,-0.71429,-0.47368,-0.49880,-0.67296,-0.73684,-0.90909,-0.31707,0.26667,0.40000,2,2,1,2
-0.47826,-1.00000,-0.72222,-1.00000,-0.86813,-0.92453,-0.96078,0.88571,-1.00000,-1.00000,-0.93684,-0.97842,-0.77358,-0.36842,-0.90909,0.46341,-0.80000,-0.73333,2,1,3,2
-0.34783,-0.92308,-0.19444,-0.58079,-0.78022,-0.88679,-0.66013,0.25714,-0.83333,-0.88571,-0.70526,-0.76019,-0.86164,-0.92105,-0.18182,0.41463,0.86667,0.93333,2,2,2,1
-0.17391,-0.30769,-0.19444,-0.57205,-0.75824,-0.77358,-0.63399,0.25714,-0.83333,-0.42857,-0.63158,-0.74580,-0.47170,-0.86842,-0.09091,0.02439,0.53333,0.66667,2,2,2,1
-0.56522,-0.69231,-0.75000,-0.93013,-0.82418,-0.88679,-0.86928,0.65714,-1.00000,-0.71429,-0.85263,-0.91607,-0.53459,-0.31579,-0.27273,-0.21951,-0.73333,-0.80000,1,2,2,2
0.08696,-0.53846,-0.22222,-0.72052,-0.80220,-0.77358,-0.75163,0.48571,-0.83333,-0.25714,-0.69474,-0.83933,-0.68553,-0.65789,-0.63636,-0.51220,-0.33333,-0.60000,1,2,2,2
0.04348,0.69231,0.55556,-0.42358,-0.84615,-0.69811,0.35948,-0.71429,0.16667,0.57143,-0.06316,0.20144,0.37107,-0.57895,-1.00000,-0.80488,-0.46667,-0.20000,2,2,2,1
0.52174,0.76923,0.75000,0.13537,-0.42857,-0.69811,0.42484,-0.77143,0.33333,0.60000,0.07368,0.28058,0.32075,-0.63158,-0.27273,-0.85366,-0.26667,0.06667,3,1,3,2
-0.26087,0.15385,0.13889,-0.65066,-0.71429,-0.73585,-0.50327,0.02857,-0.66667,0.08571,-0.54737,-0.64269,0.14465,-0.57895,-0.81818,-1.00000,-0.40000,-0.06667,1,2,2,2
0.00000,-0.46154,0.66667,-0.35371,-0.75824,-0.77358,-0.09804,-0.37143,-0.33333,-0.54286,-0.21053,-0.27578,-0.35849,-0.76316,-0.54545,0.65854,0.06667,0.40000,3,1,3,2
0.43478,0.46154,0.88889,-0.10044,-0.62637,-0.62264,0.42484,-0.71429,0.33333,0.42857,0.04211,0.25899,0.14465,-0.63158,1.00000,0.85366,-0.06667,0.60000,2,1,2,2
